marker1	r2	cM_1	marker2	cM_2	distance_cm
Chr14_4551131	0.178251561752061	177.245	Chr14_4899692	52.573	124.672
Chr14_4551131	0.000189391734642619	177.245	Chr14_9438058	80.943	96.302
Chr14_4551131	5.01558714445316e-05	177.245	Chr14_9720375	81.901	95.344
Chr14_4551131	0.166989804804399	177.245	Chr14_11718964	106.902	70.343
Chr14_4551131	0.0887791226758725	177.245	Chr14_20812212	173.955	3.28999999999999
Chr14_4551131	0.132010111667876	177.245	Chr14_21688565	169.132	8.113
Chr14_4551131	0.0615461955548544	177.245	Chr14_25501841	163.698	13.547
Chr14_4551131	0.110047607596289	177.245	Chr14_25501858	163.59	13.655
Chr14_4551131	0.272633751695713	177.245	Chr14_31333710	164.822	12.423
Chr14_4551131	0.128783743516006	177.245	Chr14_31831467	160.879	16.366
Chr14_4551131	0.222691290956666	177.245	Chr14_31906455	163.319	13.926
Chr14_4551131	0.342121079282555	177.245	Chr14_34440891	172.962	4.28300000000002
Chr14_4551131	0.10495143812723	177.245	Chr14_42108263	171.533	5.71200000000002
Chr14_4551131	0.150423867136676	177.245	Chr14_45106608	146.783	30.462
Chr14_4551131	0.163017613512054	177.245	Chr14_45106614	145.456	31.789
Chr14_4551131	0.169187474284996	177.245	Chr14_45832869	149.146	28.099
Chr14_4551131	0.236662197495995	177.245	Chr14_50642457	156.213	21.032
Chr14_4551131	0.149074639995398	177.245	Chr14_52424052	153.289	23.956
Chr14_4551131	0.219942193219073	177.245	Chr14_56252288	142.595	34.65
Chr14_4551131	0.178213709717481	177.245	Chr14_56256535	143.23	34.015
Chr14_4551131	0.279681677771171	177.245	Chr14_59420358	137.499	39.746
Chr14_4551131	0.0374932295258671	177.245	Chr14_60130900	138.252	38.993
Chr14_4551131	0.205890838878151	177.245	Chr14_62503331	136.129	41.116
Chr14_4551131	0.0311576748752608	177.245	Chr14_63244407	136.557	40.688
Chr14_4551131	0.298451058094166	177.245	Chr14_64103037	132.83	44.415
Chr14_4551131	0.464142307208266	177.245	Chr14_73016560	132.215	45.03
Chr14_4551131	0.225528394135553	177.245	Chr14_73016602	133.648	43.597
Chr14_4551131	0.473320513501581	177.245	Chr14_75346342	122.357	54.888
Chr14_4551131	0.182052135398018	177.245	Chr14_76732201	99.964	77.281
Chr14_4551131	0.102581958606188	177.245	Chr14_76958655	98.711	78.534
Chr14_4551131	0.12321108063802	177.245	Chr14_86427359	118.876	58.369
Chr14_4551131	0.137837675359057	177.245	Chr14_90055949	119.054	58.191
Chr14_4551131	0.170778724156077	177.245	Chr14_91694599	118.2	59.045
Chr14_4551131	0.281654082545314	177.245	Chr14_94840992	113.539	63.706
Chr14_4551131	0.16709591961322	177.245	Chr14_96075549	111.817	65.428
Chr14_4551131	0.0683805999973173	177.245	Chr14_97699718	112.434	64.811
Chr14_4551131	0.526682531184971	177.245	Chr14_98096901	116.75	60.495
Chr14_4551131	0.517939815405085	177.245	Chr14_114852582	119.956	57.289
Chr14_4551131	0.163708471467315	177.245	Chr14_126861680	126.622	50.623
Chr14_4551131	0.0034244124062305	177.245	Chr14_127546956	125.452	51.793
Chr14_4551131	0.145560904624838	177.245	Chr14_133268459	130.564	46.681
Chr14_4551131	0.081565168307014	177.245	Chr14_133268483	129.785	47.46
Chr14_4551131	0.51818496174012	177.245	Chr14_144978632	121.261	55.984
Chr14_4551131	0.0223196039870429	177.245	Chr14_149544967	129.41	47.835
Chr14_4551131	0.0286954017541601	177.245	Chr14_149545009	129.939	47.306
Chr14_4551131	0.182020904997841	177.245	Chr14_158880246	123.29	53.955
Chr14_4551131	0.501597677267948	177.245	Chr14_168909029	93.877	83.368
Chr14_4551131	0.491040010779172	177.245	Chr14_211132537	127.202	50.043
Chr14_4551131	0.114592986359976	177.245	Chr14_224466226	117.581	59.664
Chr14_4551131	0.518127458854701	177.245	Chr14_226687630	123.717	53.528
Chr14_4551131	0.482359049215233	177.245	Chr14_226804006	123.962	53.283
Chr14_4551131	0.0040501599330026	177.245	Chr14_232955256	123.608	53.637
Chr14_4551131	0.00197895507187349	177.245	Chr14_234282772	124.316	52.929
Chr14_4551131	0.501597677267948	177.245	Chr14_235679354	121.032	56.213
Chr14_4551131	0.185229366784082	177.245	Chr14_235880211	123.956	53.289
Chr14_4551131	0.152601467794494	177.245	Chr14_262952842	116.487	60.758
Chr14_4551131	0.0453284848387581	177.245	Chr14_268951013	115.685	61.56
Chr14_4551131	0.189789592577187	177.245	Chr14_272276444	125.369	51.876
Chr14_4551131	0.171690322681467	177.245	Chr14_273231117	124.832	52.413
Chr14_4551131	0.156027270653667	177.245	Chr14_275167319	124.618	52.627
Chr14_4551131	0.0577907728160162	177.245	Chr14_286598898	116.937	60.308
Chr14_4551131	0.456147204959456	177.245	Chr14_286609725	119.623	57.622
Chr14_4551131	0.00169421915171521	177.245	Chr14_288070184	116.082	61.163
Chr14_4551131	0.02186656650297	177.245	Chr14_292989587	114.374	62.871
Chr14_4551131	0.092257980842669	177.245	Chr14_293325032	113.767	63.478
Chr14_4551131	0.51818496174012	177.245	Chr14_293325111	118.56	58.685
Chr14_4551131	0.499729097756593	177.245	Chr14_294901195	118.822	58.423
Chr14_4551131	0.51818496174012	177.245	Chr14_301778968	109.838	67.407
Chr14_4551131	0.464142307208266	177.245	Chr14_302271584	109.119	68.126
Chr14_4551131	0.174495898186441	177.245	Chr14_304486033	110.017	67.228
Chr14_4551131	0.526682531184971	177.245	Chr14_314009300	123.953	53.292
Chr14_4551131	0.174431741757638	177.245	Chr14_324391223	81.434	95.811
Chr14_4551131	0.2958070270795	177.245	Chr14_324391265	84.137	93.108
Chr14_4551131	0.178185122498617	177.245	Chr14_327619081	103.606	73.639
Chr14_4551131	0.378619205974608	177.245	Chr14_327642406	99.539	77.706
Chr14_4551131	0.185903014740809	177.245	Chr14_328615258	103.296	73.949
Chr14_4551131	0.0968454372060314	177.245	Chr14_337583274	101.643	75.602
Chr14_4551131	0.0109931468354478	177.245	Chr14_342085941	92.632	84.613
Chr14_4551131	0.000286403690612042	177.245	Chr14_345355575	75.889	101.356
Chr14_4551131	0.000468041783435521	177.245	Chr14_345957774	80.12	97.125
Chr14_4551131	0.189891478406486	177.245	Chr14_353407946	91.391	85.854
Chr14_4551131	0.182052135398018	177.245	Chr14_355016791	90.202	87.043
Chr14_4551131	0.00197895507187349	177.245	Chr14_357374988	87.026	90.219
Chr14_4551131	0.186030558625378	177.245	Chr14_357576634	86.779	90.466
Chr14_4551131	0.0109931468354478	177.245	Chr14_358687468	87.593	89.652
Chr14_4551131	0.186005179667176	177.245	Chr14_360172599	88.202	89.043
