marker1	r2	cM_1	marker2	cM_2	distance_cm
Chr21_14122645	5.2030011288629e-06	0	Chr21_23843576	85.267	85.267
Chr21_14122645	0.000173286272761879	0	Chr21_27120340	6.109	6.109
Chr21_14122645	5.2030011288629e-06	0	Chr21_31105973	10.661	10.661
Chr21_14122645	5.2030011288629e-06	0	Chr21_31116925	11.393	11.393
Chr21_14122645	1.20337752845057e-07	0	Chr21_47662158	14.822	14.822
Chr21_14122645	0.000103158559414284	0	Chr21_72651066	40.42	40.42
Chr21_14122645	1.20337752845057e-07	0	Chr21_73959111	35.902	35.902
Chr21_14122645	1.20337752845057e-07	0	Chr21_75063069	48.777	48.777
Chr21_14122645	0.486211839256235	0	Chr21_76863334	45.537	45.537
Chr21_14122645	1.42931558056717e-05	0	Chr21_78633775	40.109	40.109
Chr21_14122645	0.00856123124017001	0	Chr21_81072048	56.832	56.832
Chr21_14122645	0.00870997969659375	0	Chr21_82473253	59.22	59.22
Chr21_14122645	5.2030011288629e-06	0	Chr21_83397079	62.996	62.996
Chr21_14122645	0.00827129874206965	0	Chr21_87225445	65.39	65.39
Chr21_14122645	5.2030011288629e-06	0	Chr21_88073865	66.706	66.706
Chr21_14122645	5.2030011288629e-06	0	Chr21_88842818	67.564	67.564
Chr21_14122645	0.00856123124017001	0	Chr21_90120652	61.39	61.39
Chr21_14122645	0.00841502580372968	0	Chr21_90762057	61.776	61.776
Chr21_14122645	0.00901537569316174	0	Chr21_91781279	63.829	63.829
Chr21_14122645	0.00841502580372968	0	Chr21_92146018	62.604	62.604
Chr21_14122645	0.00229937030650309	0	Chr21_101931494	56.995	56.995
Chr21_14122645	0.009494294430677	0	Chr21_112092331	67.244	67.244
Chr21_14122645	0.00841502580372968	0	Chr21_112599519	68.304	68.304
Chr21_14122645	0.00827129874206965	0	Chr21_112605445	68.698	68.698
Chr21_14122645	0.00870997969659375	0	Chr21_113736059	60.638	60.638
Chr21_14122645	0.00841502580372968	0	Chr21_116184458	120.669	120.669
Chr21_14122645	0.00841502580372968	0	Chr21_117107263	70.729	70.729
Chr21_14122645	0.00841502580372968	0	Chr21_117448550	70.578	70.578
Chr21_14122645	0.000573119500702766	0	Chr21_117910257	70.653	70.653
Chr21_14122645	0.000198270593629195	0	Chr21_119870958	71.03	71.03
Chr21_14122645	0.00732960807913492	0	Chr21_123510004	67.001	67.001
Chr21_14122645	0.00827129874206965	0	Chr21_131911461	62.383	62.383
Chr21_14122645	0.00841502580372968	0	Chr21_131911561	62.008	62.008
Chr21_14122645	0.00901537569316174	0	Chr21_133494292	67.757	67.757
Chr21_14122645	0.00886133808672214	0	Chr21_138855717	55.249	55.249
Chr21_14122645	0.000110576438721657	0	Chr21_144527482	59.709	59.709
Chr21_14122645	5.2030011288629e-06	0	Chr21_145983901	36.88	36.88
Chr21_14122645	0.00090375163397335	0	Chr21_146973502	39.859	39.859
Chr21_14122645	0.000573119500702766	0	Chr21_155992241	74.559	74.559
Chr21_14122645	0.000353390944770974	0	Chr21_161517058	76.394	76.394
Chr21_14122645	0.000353390944770974	0	Chr21_161777851	74.08	74.08
Chr21_14122645	0.000288954217400433	0	Chr21_162960424	75.866	75.866
Chr21_14122645	0.000353390944770974	0	Chr21_162960463	77.165	77.165
Chr21_14122645	0.000353390944770974	0	Chr21_164229596	74.427	74.427
Chr21_14122645	0.00856123124017001	0	Chr21_202851037	71.023	71.023
Chr21_14122645	0.000353390944770974	0	Chr21_203177931	73.422	73.422
Chr21_14122645	0.00841502580372968	0	Chr21_203474586	71.454	71.454
Chr21_14122645	0.000268087847412841	0	Chr21_203476064	73.109	73.109
Chr21_14122645	0.00039824472323131	0	Chr21_205379262	70.257	70.257
Chr21_14122645	0.000268087847412841	0	Chr21_205665220	72.67	72.67
Chr21_14122645	0.000353390944770974	0	Chr21_207548250	71.759	71.759
Chr21_14122645	6.97163352497045e-05	0	Chr21_208186773	69.438	69.438
Chr21_14122645	0.00039824472323131	0	Chr21_208887568	69.535	69.535
Chr21_14122645	0.00027955296771773	0	Chr21_226241777	79.67	79.67
Chr21_14122645	3.30145779524005e-05	0	Chr21_226813551	80.529	80.529
Chr21_14122645	0.000973093020370427	0	Chr21_229155478	72.326	72.326
Chr21_14122645	0.00827129874206965	0	Chr21_231974927	71.759	71.759
Chr21_14122645	0.000451137293810831	0	Chr21_237376578	74.987	74.987
Chr21_14122645	1.42931558056717e-05	0	Chr21_241423030	20.553	20.553
Chr21_14122645	0.000105011834349558	0	Chr21_243348552	77.583	77.583
Chr21_14122645	0.00827129874206965	0	Chr21_266898817	73.88	73.88
Chr21_14122645	0.000451137293810831	0	Chr21_281844722	75.532	75.532
Chr21_14122645	0.00039824472323131	0	Chr21_306414783	79.075	79.075
Chr21_14122645	0.000181156866281758	0	Chr21_308531201	78.401	78.401
Chr21_14122645	0.000160083696540708	0	Chr21_310579072	81.052	81.052
Chr21_14122645	0.000198270593629195	0	Chr21_310897163	83.424	83.424
Chr21_14122645	0.000160083696540708	0	Chr21_316361978	83.958	83.958
Chr21_14122645	0.000268087847412841	0	Chr21_325692061	79.792	79.792
Chr21_14122645	0.000451137293810831	0	Chr21_331077768	87.355	87.355
Chr21_14122645	6.56516396455337e-05	0	Chr21_335496489	81.379	81.379
Chr21_14122645	9.07991669024633e-11	0	Chr21_342653782	92.006	92.006
Chr21_14122645	9.07991669024633e-11	0	Chr21_343413834	81.17	81.17
Chr21_14122645	0.00552834483354831	0	Chr21_343413882	98.234	98.234
Chr21_14122645	0.0112982410848081	0	Chr21_348472353	66.206	66.206
Chr21_14122645	9.07991669024633e-11	0	Chr21_357307920	103.801	103.801
Chr21_14122645	9.07991669024633e-11	0	Chr21_364977532	113.358	113.358
Chr21_14122645	0.00135812110343729	0	Chr21_367369319	109.595	109.595
Chr21_14122645	5.2030011288629e-06	0	Chr21_379593895	111.762	111.762
Chr21_14122645	0.00135812110343729	0	Chr21_379682701	110.622	110.622
Chr21_14122645	1.42931558056717e-05	0	Chr21_382066349	108.369	108.369
Chr21_14122645	0.00495399253067728	0	Chr21_387624414	117.654	117.654
Chr21_14122645	0.000685192608156158	0	Chr21_392496427	125.326	125.326
Chr21_14122645	0.00182232490509629	0	Chr21_392496466	123.573	123.573
Chr21_14122645	0.00732960807913492	0	Chr21_395786372	126.57	126.57
Chr21_14122645	2.93816713563694e-05	0	Chr21_395996018	121.13	121.13
Chr21_14122645	3.30145779524005e-05	0	Chr21_400099598	128.806	128.806
Chr21_14122645	0.00247996657370625	0	Chr21_400150120	127.593	127.593
Chr21_14122645	0.00486279669924209	0	Chr21_402922084	128.446	128.446
Chr21_14122645	0.000194959906062481	0	Chr21_408892597	124.912	124.912
Chr21_14122645	5.2030011288629e-06	0	Chr21_426835537	132.83	132.83
Chr21_14122645	9.07991669024633e-11	0	Chr21_427188159	129.226	129.226
Chr21_14122645	0.0125648551348841	0	Chr21_431992621	128.077	128.077
Chr21_14122645	0.00870997969659375	0	Chr21_434867513	131.181	131.181
Chr21_14122645	0.0250880993197789	0	Chr21_436293427	131.079	131.079
Chr21_14122645	9.07991669024633e-11	0	Chr21_440824678	131.529	131.529
Chr21_14122645	7.63057422116079e-06	0	Chr21_441457608	132.721	132.721
Chr21_14122645	9.07991669024633e-11	0	Chr21_441876214	131.913	131.913
Chr21_14122645	0.00187039370330835	0	Chr21_442376022	130.451	130.451
Chr21_14122645	7.3835816487523e-06	0	Chr21_443007670	130.592	130.592
Chr21_14122645	5.2030011288629e-06	0	Chr21_443377378	132.841	132.841
Chr21_23843576	6.41436397421665e-05	85.267	Chr21_27120340	6.109	79.158
Chr21_23843576	5.58646666965961e-05	85.267	Chr21_31105973	10.661	74.606
Chr21_23843576	5.58646666965961e-05	85.267	Chr21_31116925	11.393	73.874
Chr21_23843576	5.2030011288629e-06	85.267	Chr21_47662158	14.822	70.445
Chr21_23843576	3.24405944519475e-05	85.267	Chr21_72651066	40.42	44.847
Chr21_23843576	5.2030011288629e-06	85.267	Chr21_73959111	35.902	49.365
Chr21_23843576	5.2030011288629e-06	85.267	Chr21_75063069	48.777	36.49
Chr21_23843576	5.58646666965961e-05	85.267	Chr21_76863334	45.537	39.73
Chr21_23843576	3.6107413824293e-07	85.267	Chr21_78633775	40.109	45.158
Chr21_23843576	0.00420211400517427	85.267	Chr21_81072048	56.832	28.435
Chr21_23843576	0.00427563778802777	85.267	Chr21_82473253	59.22	26.047
Chr21_23843576	5.58646666965961e-05	85.267	Chr21_83397079	62.996	22.271
Chr21_23843576	0.0040588058969932	85.267	Chr21_87225445	65.39	19.877
Chr21_23843576	5.58646666965961e-05	85.267	Chr21_88073865	66.706	18.561
Chr21_23843576	5.58646666965961e-05	85.267	Chr21_88842818	67.564	17.703
Chr21_23843576	0.00420211400517427	85.267	Chr21_90120652	61.39	23.877
Chr21_23843576	0.00412984735917557	85.267	Chr21_90762057	61.776	23.491
Chr21_23843576	0.00442659023322758	85.267	Chr21_91781279	63.829	21.438
Chr21_23843576	0.00412984735917557	85.267	Chr21_92146018	62.604	22.663
Chr21_23843576	0.00110754812002774	85.267	Chr21_101931494	56.995	28.272
Chr21_23843576	0.00466331346570371	85.267	Chr21_112092331	67.244	18.023
Chr21_23843576	0.00412984735917557	85.267	Chr21_112599519	68.304	16.963
Chr21_23843576	0.0040588058969932	85.267	Chr21_112605445	68.698	16.569
Chr21_23843576	0.00427563778802777	85.267	Chr21_113736059	60.638	24.629
Chr21_23843576	0.00412984735917557	85.267	Chr21_116184458	120.669	35.402
Chr21_23843576	0.00398895899594759	85.267	Chr21_117107263	70.729	14.538
Chr21_23843576	0.00412984735917557	85.267	Chr21_117448550	70.578	14.689
Chr21_23843576	0.00155105257159989	85.267	Chr21_117910257	70.653	14.614
Chr21_23843576	0.00144991068170787	85.267	Chr21_119870958	71.03	14.237
Chr21_23843576	0.00458298365949489	85.267	Chr21_123510004	67.001	18.266
Chr21_23843576	0.0040588058969932	85.267	Chr21_131911461	62.383	22.884
Chr21_23843576	0.00412984735917557	85.267	Chr21_131911561	62.008	23.259
Chr21_23843576	0.00442659023322758	85.267	Chr21_133494292	67.757	17.51
Chr21_23843576	0.00435045178220715	85.267	Chr21_138855717	55.249	30.018
Chr21_23843576	0.0135805574635074	85.267	Chr21_144527482	59.709	25.558
Chr21_23843576	0.976678439277072	85.267	Chr21_145983901	36.88	48.387
Chr21_23843576	0.0016205058419173	85.267	Chr21_146973502	39.859	45.408
Chr21_23843576	0.00155105257159989	85.267	Chr21_155992241	74.559	10.708
Chr21_23843576	0.0146094960296228	85.267	Chr21_161517058	76.394	8.87299999999999
Chr21_23843576	0.0146094960296228	85.267	Chr21_161777851	74.08	11.187
Chr21_23843576	0.00148322897290119	85.267	Chr21_162960424	75.866	9.401
Chr21_23843576	0.0146094960296228	85.267	Chr21_162960463	77.165	8.10199999999999
Chr21_23843576	0.0146094960296228	85.267	Chr21_164229596	74.427	10.84
Chr21_23843576	0.00420211400517427	85.267	Chr21_202851037	71.023	14.244
Chr21_23843576	0.0146094960296228	85.267	Chr21_203177931	73.422	11.845
Chr21_23843576	0.00412984735917557	85.267	Chr21_203474586	71.454	13.813
Chr21_23843576	0.0142535736838031	85.267	Chr21_203476064	73.109	12.158
Chr21_23843576	0.00151694062939331	85.267	Chr21_205379262	70.257	15.01
Chr21_23843576	0.0142535736838031	85.267	Chr21_205665220	72.67	12.597
Chr21_23843576	0.0146094960296228	85.267	Chr21_207548250	71.759	13.508
Chr21_23843576	0.00138442732855455	85.267	Chr21_208186773	69.438	15.829
Chr21_23843576	0.00151694062939331	85.267	Chr21_208887568	69.535	15.732
Chr21_23843576	0.00585835057746624	85.267	Chr21_226241777	79.67	5.59699999999999
Chr21_23843576	0.0118263064613606	85.267	Chr21_226813551	80.529	4.738
Chr21_23843576	0.0166162954795563	85.267	Chr21_229155478	72.326	12.941
Chr21_23843576	0.0040588058969932	85.267	Chr21_231974927	71.759	13.508
Chr21_23843576	0.0149793763181561	85.267	Chr21_237376578	74.987	10.28
Chr21_23843576	3.6107413824293e-07	85.267	Chr21_241423030	20.553	64.714
Chr21_23843576	0.00508791834989508	85.267	Chr21_243348552	77.583	7.684
Chr21_23843576	0.0040588058969932	85.267	Chr21_266898817	73.88	11.387
Chr21_23843576	0.0149793763181561	85.267	Chr21_281844722	75.532	9.735
Chr21_23843576	0.0106080816053909	85.267	Chr21_306414783	79.075	6.19199999999999
Chr21_23843576	0.00545787629513378	85.267	Chr21_308531201	78.401	6.866
Chr21_23843576	0.00536266612829777	85.267	Chr21_310579072	81.052	4.21499999999999
Chr21_23843576	0.00144991068170787	85.267	Chr21_310897163	83.424	1.84299999999999
Chr21_23843576	0.00536266612829777	85.267	Chr21_316361978	83.958	1.309
Chr21_23843576	0.0142535736838031	85.267	Chr21_325692061	79.792	5.47499999999999
Chr21_23843576	0.00104970081378209	85.267	Chr21_331077768	87.355	2.08800000000001
Chr21_23843576	0.0132620768642322	85.267	Chr21_335496489	81.379	3.88799999999999
Chr21_23843576	0.0123714119225434	85.267	Chr21_342653782	92.006	6.739
Chr21_23843576	0.00128898872096713	85.267	Chr21_343413834	81.17	4.09699999999999
Chr21_23843576	0.00607123581939827	85.267	Chr21_343413882	98.234	12.967
Chr21_23843576	0.00555499092829952	85.267	Chr21_348472353	66.206	19.061
Chr21_23843576	0.00128898872096713	85.267	Chr21_357307920	103.801	18.534
Chr21_23843576	0.0123714119225434	85.267	Chr21_364977532	113.358	28.091
Chr21_23843576	0.0095614423562836	85.267	Chr21_367369319	109.595	24.328
Chr21_23843576	5.58646666965961e-05	85.267	Chr21_379593895	111.762	26.495
Chr21_23843576	0.0095614423562836	85.267	Chr21_379682701	110.622	25.355
