marker1	r2	cM_1	marker2	cM_2	distance_cm
Chr04_10316229	5.0912158349439e-06	36.632	Chr04_20808680	111.638	75.006
Chr04_10316229	5.37835620220598e-05	36.632	Chr04_22531335	30.743	5.889
Chr04_10316229	6.62159654635924e-06	36.632	Chr04_23316712	69.614	32.982
Chr04_10316229	5.37835620220598e-05	36.632	Chr04_46015165	21.564	15.068
Chr04_10316229	0.0127705228422929	36.632	Chr04_47609085	37.607	0.975000000000001
Chr04_10316229	0.0122065568152609	36.632	Chr04_48115704	37.104	0.472000000000001
Chr04_10316229	0.0116789763738794	36.632	Chr04_54184682	80.733	44.101
Chr04_10316229	0.0116789763738794	36.632	Chr04_66852276	52.109	15.477
Chr04_10316229	0.00210256254542239	36.632	Chr04_66852290	52.225	15.593
Chr04_10316229	0.00576377945293449	36.632	Chr04_68205103	55.241	18.609
Chr04_10316229	0.0019854247165265	36.632	Chr04_71329928	73.064	36.432
Chr04_10316229	0.0122065568152609	36.632	Chr04_72697834	62.078	25.446
Chr04_10316229	0.0111843703917217	36.632	Chr04_92840138	81.497	44.865
Chr04_10316229	0.0136933777259302	36.632	Chr04_105884073	76.099	39.467
Chr04_10316229	0.0122065568152609	36.632	Chr04_105922911	80.205	43.573
Chr04_10316229	5.0912158349439e-06	36.632	Chr04_106916092	78.537	41.905
Chr04_10316229	0.00929403494463299	36.632	Chr04_109346986	80.056	43.424
Chr04_10316229	0.0102824438491353	36.632	Chr04_109843151	79.827	43.195
Chr04_10316229	0.00675495185575146	36.632	Chr04_110545029	125.882	89.25
Chr04_10316229	0.00596814344063114	36.632	Chr04_110545039	125.671	89.039
Chr04_10316229	0.0122065568152609	36.632	Chr04_117557164	80.916	44.284
Chr04_10316229	0.0116789763738794	36.632	Chr04_117635735	81.377	44.745
Chr04_10316229	0.0109484816436381	36.632	Chr04_138483594	82.524	45.892
Chr04_10316229	0.0116789763738794	36.632	Chr04_138523374	82.309	45.677
Chr04_10316229	0.0107197412132109	36.632	Chr04_143959487	79.505	42.873
Chr04_10316229	6.62159654635924e-06	36.632	Chr04_156308459	85.214	48.582
Chr04_10316229	0.0111843703917217	36.632	Chr04_159274767	84.629	47.997
Chr04_10316229	0.0111843703917217	36.632	Chr04_165224924	74.671	38.039
Chr04_10316229	0.0107197412132109	36.632	Chr04_172895795	84.789	48.157
Chr04_10316229	0.0104978290294498	36.632	Chr04_173078713	85.873	49.241
Chr04_10316229	0.0104978290294498	36.632	Chr04_174149497	82.179	45.547
Chr04_10316229	0.0114277478504903	36.632	Chr04_180838151	81.92	45.288
Chr04_10316229	0.0100733018924936	36.632	Chr04_183774473	80.58	43.948
Chr04_10316229	0.0119384420768089	36.632	Chr04_186288448	82.966	46.334
Chr04_10316229	0.0111843703917217	36.632	Chr04_186994203	83.558	46.926
Chr04_10316229	0.0109484816436381	36.632	Chr04_189825325	88.635	52.003
Chr04_10316229	0.0102824438491353	36.632	Chr04_191010603	85.096	48.464
Chr04_10316229	0.0111843703917217	36.632	Chr04_194538080	86.603	49.971
Chr04_10316229	5.37835620220598e-05	36.632	Chr04_194628065	83.578	46.946
