marker1	r2	cM_1	marker2	cM_2	distance_cm
Chr15_7325773	0.168428752987416	37.43	Chr15_7896938	26.689	10.741
Chr15_7325773	0.0963516845160744	37.43	Chr15_12505414	19.404	18.026
Chr15_7325773	0.175957587039548	37.43	Chr15_32610470	29.842	7.588
Chr15_7325773	0.0587836422153013	37.43	Chr15_65144018	91.772	54.342
Chr15_7325773	0.575451112406857	37.43	Chr15_69761749	37.954	0.524000000000001
Chr15_7325773	0.526157374177634	37.43	Chr15_70720413	38.097	0.667000000000002
Chr15_7325773	0.551347163459654	37.43	Chr15_75201668	32.44	4.99
Chr15_7325773	0.551347163459654	37.43	Chr15_76403992	32.846	4.584
Chr15_7325773	0.540773701899321	37.43	Chr15_84530171	38.277	0.847000000000001
Chr15_7325773	0.538300069790368	37.43	Chr15_103617252	33.015	4.415
Chr15_7325773	0.00644893784654902	37.43	Chr15_118317427	36.739	0.691000000000003
Chr15_7325773	0.161248969942403	37.43	Chr15_124274076	32.829	4.601
Chr15_7325773	0.176683063169978	37.43	Chr15_126178775	33.156	4.274
Chr15_7325773	0.531501219413401	37.43	Chr15_138593143	32.796	4.634
Chr15_7325773	0.573830870970218	37.43	Chr15_138740382	32.487	4.943
Chr15_7325773	0.551816072818788	37.43	Chr15_138804200	32.183	5.247
Chr15_7325773	0.538300069790368	37.43	Chr15_142313412	39.252	1.822
Chr15_7325773	0.563860882506729	37.43	Chr15_166503857	34.093	3.337
Chr15_7325773	0.600039023795215	37.43	Chr15_167952278	34.254	3.176
Chr15_7325773	0.551347163459654	37.43	Chr15_168189506	34.668	2.762
Chr15_7325773	0.503648326351084	37.43	Chr15_193256422	37.132	0.298000000000002
Chr15_7325773	0.489229935341331	37.43	Chr15_265284999	37.839	0.408999999999999
Chr15_7325773	0.538300069790368	37.43	Chr15_308651902	37.605	0.174999999999997
Chr15_7325773	0.538300069790368	37.43	Chr15_314518281	44.742	7.312
Chr15_7325773	0.244270629346099	37.43	Chr15_315554521	46.262	8.832
Chr15_7325773	0.562878337326267	37.43	Chr15_323111246	35.72	1.71
Chr15_7325773	0.312329347672365	37.43	Chr15_345038363	52.135	14.705
Chr15_7325773	0.575451112406857	37.43	Chr15_351193579	35.604	1.826
Chr15_7325773	0.489837970552458	37.43	Chr15_351628107	38.352	0.921999999999997
Chr15_7325773	0.562878337326267	37.43	Chr15_358675172	36.092	1.338
Chr15_7325773	0.587921679593353	37.43	Chr15_371353327	41.616	4.186
Chr15_7325773	0.17123342921548	37.43	Chr15_373741769	42.269	4.839
Chr15_7325773	0.0962878041847198	37.43	Chr15_374535183	40.268	2.838
Chr15_7325773	0.157163278695197	37.43	Chr15_374629170	42.384	4.954
Chr15_7325773	0.0458528709529447	37.43	Chr15_375398822	43.918	6.488
Chr15_7325773	0.0740518875470045	37.43	Chr15_376397507	41.972	4.542
Chr15_7325773	0.000385881455066334	37.43	Chr15_384414438	11.889	25.541
Chr15_7325773	0.00566980545939194	37.43	Chr15_385935877	17.568	19.862
Chr15_7325773	0.0850675821953192	37.43	Chr15_388629855	40.816	3.386
Chr15_7325773	0.477033622904991	37.43	Chr15_402549417	47.739	10.309
Chr15_7325773	0.185844142540553	37.43	Chr15_407790725	43.772	6.342
Chr15_7325773	0.137240305557647	37.43	Chr15_417692481	151.781	114.351
Chr15_7325773	0.121586823831619	37.43	Chr15_422161873	76.959	39.529
Chr15_7325773	0.020836203506869	37.43	Chr15_427618664	58.997	21.567
Chr15_7325773	0.168902692796023	37.43	Chr15_428831152	59.928	22.498
Chr15_7325773	0.0376713277136954	37.43	Chr15_435207460	58.267	20.837
Chr15_7325773	0.151456055426941	37.43	Chr15_436631822	56.359	18.929
