marker1	r2	cM_1	marker2	cM_2	distance_cm
Chr14_3340566	0.115865176480814	192.62	Chr14_4551131	177.245	15.375
Chr14_3340566	0.00943243775828515	192.62	Chr14_4899692	52.573	140.047
Chr14_3340566	0.011833797456925	192.62	Chr14_9438058	80.943	111.677
Chr14_3340566	5.45556819578044e-06	192.62	Chr14_9438066	73.404	119.216
Chr14_3340566	0.00156615647952004	192.62	Chr14_9720375	81.901	110.719
Chr14_3340566	0.0959793731018216	192.62	Chr14_11718964	106.902	85.718
Chr14_3340566	0.0766796221071185	192.62	Chr14_20812212	173.955	18.665
Chr14_3340566	0.241280179127781	192.62	Chr14_21688565	169.132	23.488
Chr14_3340566	0.0125908343366198	192.62	Chr14_25501841	163.698	28.922
Chr14_3340566	0.00901480634656941	192.62	Chr14_25501858	163.59	29.03
Chr14_3340566	0.0649010730111918	192.62	Chr14_31831467	160.879	31.741
Chr14_3340566	0.087947876550858	192.62	Chr14_34440891	172.962	19.658
Chr14_3340566	0.087947876550858	192.62	Chr14_40579208	169.982	22.638
Chr14_3340566	0.608811807403683	192.62	Chr14_42108263	171.533	21.087
Chr14_3340566	0.498877200769998	192.62	Chr14_42350326	164.853	27.767
Chr14_3340566	0.628856780138247	192.62	Chr14_42725411	171.07	21.55
Chr14_3340566	0.282877173400223	192.62	Chr14_45106608	146.783	45.837
Chr14_3340566	0.000296294542015502	192.62	Chr14_50642457	156.213	36.407
Chr14_3340566	0.116740107459165	192.62	Chr14_52424052	153.289	39.331
Chr14_3340566	0.314320198216432	192.62	Chr14_52453406	151.355	41.265
Chr14_3340566	0.0878865117471804	192.62	Chr14_52543101	155.286	37.334
Chr14_3340566	0.0501881256756189	192.62	Chr14_56252288	142.595	50.025
Chr14_3340566	0.0391499158386306	192.62	Chr14_56256535	143.23	49.39
Chr14_3340566	0.018181915004797	192.62	Chr14_59420358	137.499	55.121
Chr14_3340566	0.00385178067505442	192.62	Chr14_60130900	138.252	54.368
Chr14_3340566	0.0302870178304701	192.62	Chr14_62503331	136.129	56.491
Chr14_3340566	0.000351825002401179	192.62	Chr14_63244407	136.557	56.063
Chr14_3340566	0.0655980554439032	192.62	Chr14_64103037	132.83	59.79
Chr14_3340566	0.11262317207186	192.62	Chr14_73016560	132.215	60.405
Chr14_3340566	0.0986863135735474	192.62	Chr14_73016602	133.648	58.972
Chr14_3340566	0.0986863135735474	192.62	Chr14_76732201	99.964	92.656
Chr14_3340566	0.00130878230562096	192.62	Chr14_76958655	98.711	93.909
Chr14_3340566	0.0931791355645385	192.62	Chr14_86206743	121.41	71.21
Chr14_3340566	0.00895548959362533	192.62	Chr14_86427359	118.876	73.744
Chr14_3340566	0.0958909851519679	192.62	Chr14_86429595	122.012	70.608
Chr14_3340566	0.101448396942733	192.62	Chr14_90055949	119.054	73.566
Chr14_3340566	0.107132930098036	192.62	Chr14_91694599	118.2	74.42
Chr14_3340566	0.0232443616809098	192.62	Chr14_96075549	111.817	80.803
Chr14_3340566	6.92428581611742e-06	192.62	Chr14_97699718	112.434	80.186
Chr14_3340566	0.0013730037750345	192.62	Chr14_98096901	116.75	75.87
Chr14_3340566	0.0266781710933684	192.62	Chr14_126861680	126.622	65.998
Chr14_3340566	0.31126411167368	192.62	Chr14_127546956	125.452	67.168
Chr14_3340566	0.0271035662517907	192.62	Chr14_133268459	130.564	62.056
Chr14_3340566	0.113008609823351	192.62	Chr14_133268483	129.785	62.835
Chr14_3340566	0.257461826614843	192.62	Chr14_136180807	127.623	64.997
Chr14_3340566	0.00232958000432024	192.62	Chr14_149544967	129.41	63.21
Chr14_3340566	0.00180203079163285	192.62	Chr14_149545009	129.939	62.681
Chr14_3340566	0.00799762964294977	192.62	Chr14_158880246	123.29	69.33
Chr14_3340566	0.00799762964294977	192.62	Chr14_168909029	93.877	98.743
Chr14_3340566	0.190507900747394	192.62	Chr14_211132537	127.202	65.418
Chr14_3340566	0.11262317207186	192.62	Chr14_224191947	121.126	71.494
Chr14_3340566	0.000537874637113101	192.62	Chr14_224466226	117.581	75.039
Chr14_3340566	0.0986412637785454	192.62	Chr14_226804006	123.962	68.658
Chr14_3340566	0.29219734097043	192.62	Chr14_232955256	123.608	69.012
Chr14_3340566	0.29219734097043	192.62	Chr14_233891671	122.875	69.745
Chr14_3340566	0.304771842060599	192.62	Chr14_234282772	124.316	68.304
Chr14_3340566	0.110049224697691	192.62	Chr14_235880211	123.956	68.664
Chr14_3340566	0.0170070931315611	192.62	Chr14_262952842	116.487	76.133
Chr14_3340566	0.0932466067378063	192.62	Chr14_268010722	117.489	75.131
Chr14_3340566	0.095966297923244	192.62	Chr14_268467438	117.861	74.759
Chr14_3340566	0.00946810502725773	192.62	Chr14_268951013	115.685	76.935
