marker1	r2	cM_1	marker2	cM_2	distance_cm
Chr04_20808680	0.0111843703917217	111.638	Chr04_22531335	30.743	80.895
Chr04_20808680	0.103058321449862	111.638	Chr04_23316712	69.614	42.024
Chr04_20808680	0.103063834093156	111.638	Chr04_27749309	81.026	30.612
Chr04_20808680	0.527280532738103	111.638	Chr04_34226869	84.955	26.683
Chr04_20808680	0.115766939178089	111.638	Chr04_44026827	57.21	54.428
Chr04_20808680	0.118262421828767	111.638	Chr04_46015165	21.564	90.074
Chr04_20808680	0.0565534449114536	111.638	Chr04_66852290	52.225	59.413
Chr04_20808680	0.054532840395046	111.638	Chr04_68205103	55.241	56.397
Chr04_20808680	0.0600722567605267	111.638	Chr04_71329928	73.064	38.574
Chr04_20808680	0.00136566681637105	111.638	Chr04_109843151	79.827	31.811
Chr04_20808680	0.110498779673325	111.638	Chr04_110545029	125.882	14.244
Chr04_20808680	0.115766866489596	111.638	Chr04_110545039	125.671	14.033
Chr04_20808680	0.0111843703917217	111.638	Chr04_143959487	79.505	32.133
Chr04_20808680	0.00136566681637105	111.638	Chr04_165224924	74.671	36.967
Chr04_20808680	0.00281485358256146	111.638	Chr04_173078713	85.873	25.765
Chr04_20808680	0.0226675169863613	111.638	Chr04_212947620	85.439	26.199
Chr04_20808680	0.241816315870514	111.638	Chr04_222784475	94.393	17.245
Chr04_20808680	0.129012019574511	111.638	Chr04_228703128	88.294	23.344
Chr04_20808680	0.244925143218785	111.638	Chr04_229861979	90.605	21.033
Chr04_20808680	0.120918016815679	111.638	Chr04_231041746	93.369	18.269
Chr04_20808680	0.113096698194138	111.638	Chr04_233096088	101.785	9.85300000000001
Chr04_20808680	0.365137082816105	111.638	Chr04_233798961	122.317	10.679
Chr04_20808680	0.123620087373203	111.638	Chr04_236911139	103.911	7.727
Chr04_20808680	0.365137082816105	111.638	Chr04_240293260	108.976	2.66200000000001
Chr04_20808680	0.115675311437305	111.638	Chr04_240444978	109.979	1.65900000000001
Chr04_20808680	0.504457115026706	111.638	Chr04_241702232	135.693	24.055
Chr04_20808680	0.123583701354077	111.638	Chr04_244398655	130.429	18.791
Chr04_20808680	0.120974110762172	111.638	Chr04_246091181	122.123	10.485
Chr04_20808680	0.0781969721168476	111.638	Chr04_246091193	123.575	11.937
Chr04_20808680	0.0291811246817399	111.638	Chr04_246229772	130.616	18.978
Chr04_20808680	0.110577931203028	111.638	Chr04_246672510	134.929	23.291
Chr04_20808680	0.283076003173234	111.638	Chr04_248039501	110.979	0.659000000000006
Chr04_20808680	0.115675311437305	111.638	Chr04_250210933	124.598	12.96
Chr04_20808680	0.371226894031021	111.638	Chr04_255125594	113.79	2.152
Chr04_20808680	0.120918016815679	111.638	Chr04_256014069	114.907	3.26899999999999
Chr04_20808680	0.115675311437305	111.638	Chr04_256434035	115.75	4.11199999999999
Chr04_20808680	0.371226894031021	111.638	Chr04_256446281	116.948	5.30999999999999
Chr04_20808680	0.471647222933872	111.638	Chr04_258526203	91.688	19.95
Chr04_20808680	0.118646644609399	111.638	Chr04_258839385	107.122	4.51600000000001
Chr04_20808680	0.0170635786927737	111.638	Chr04_260403891	159.152	47.514
Chr04_20808680	0.118356511143171	111.638	Chr04_260428325	164.201	52.563
Chr04_20808680	9.78154841601105e-05	111.638	Chr04_261391029	155.295	43.657
Chr04_20808680	0.00638915467124731	111.638	Chr04_261635828	157.052	45.414
Chr04_20808680	0.0049328942785752	111.638	Chr04_261875652	150.524	38.886
Chr04_20808680	0.118356511143171	111.638	Chr04_262103304	155.103	43.465
Chr04_20808680	0.123650691345184	111.638	Chr04_262248282	158.959	47.321
Chr04_20808680	0.123650691345184	111.638	Chr04_262597627	157.301	45.663
Chr04_20808680	0.0764683078542462	111.638	Chr04_263883964	125.35	13.712
Chr04_20808680	0.0999488030969353	111.638	Chr04_264595550	130.034	18.396
Chr04_22531335	0.0140237829249435	30.743	Chr04_23316712	69.614	38.871
Chr04_22531335	0.00107280408816167	30.743	Chr04_27749309	81.026	50.283
Chr04_22531335	0.0107197412132109	30.743	Chr04_34226869	84.955	54.212
Chr04_22531335	0.0124837603677207	30.743	Chr04_44026827	57.21	26.467
Chr04_22531335	0.0122065568152609	30.743	Chr04_46015165	21.564	9.179
Chr04_22531335	0.00124463958978449	30.743	Chr04_66852290	52.225	21.482
Chr04_22531335	0.0012743926537775	30.743	Chr04_68205103	55.241	24.498
Chr04_22531335	0.00149228089495485	30.743	Chr04_71329928	73.064	42.321
Chr04_22531335	5.37835620220598e-05	30.743	Chr04_109843151	79.827	49.084
Chr04_22531335	0.00115732020699161	30.743	Chr04_110545029	125.882	95.139
Chr04_22531335	0.00121521330423921	30.743	Chr04_110545039	125.671	94.928
Chr04_22531335	5.37835620220598e-05	30.743	Chr04_143959487	79.505	48.762
Chr04_22531335	5.37835620220598e-05	30.743	Chr04_165224924	74.671	43.928
