marker1	r2	cM_1	marker2	cM_2	distance_cm
Chr05_1789344	0.793735935344986	124.482	Chr05_4716518	116.864	7.61799999999999
Chr05_1789344	0.621727566233439	124.482	Chr05_10419276	111.429	13.053
Chr05_1789344	0.0129775297888909	124.482	Chr05_56355178	84.703	39.779
Chr05_1789344	0.0296757127747475	124.482	Chr05_58383344	89.671	34.811
Chr05_1789344	0.0230441506463098	124.482	Chr05_61854490	87.515	36.967
Chr05_1789344	0.014993809471452	124.482	Chr05_70540860	83.767	40.715
Chr05_1789344	0.0102502780647325	124.482	Chr05_74269536	86.583	37.899
Chr05_1789344	0.0108214866662535	124.482	Chr05_84410296	82.475	42.007
Chr05_1789344	0.0091057191560415	124.482	Chr05_85418336	82.213	42.269
Chr05_1789344	0.0108214866662535	124.482	Chr05_86058515	81.879	42.603
Chr05_1789344	0.020931721701096	124.482	Chr05_86148562	83.363	41.119
Chr05_1789344	0.0110961902897974	124.482	Chr05_92768776	81.505	42.977
Chr05_1789344	0.0135020778377149	124.482	Chr05_106517071	104.39	20.092
Chr05_1789344	0.0205920204917566	124.482	Chr05_111147787	80.888	43.594
Chr05_1789344	0.580755976940376	124.482	Chr05_149621312	98.706	25.776
Chr05_1789344	0.0108214866662535	124.482	Chr05_156358046	82.771	41.711
Chr05_1789344	0.0091057191560415	124.482	Chr05_184445451	80.583	43.899
Chr05_1789344	0.0073814077929552	124.482	Chr05_210699121	77.796	46.686
Chr05_1789344	0.00928256375251507	124.482	Chr05_219902957	80.421	44.061
Chr05_1789344	0.010593039478696	124.482	Chr05_229827087	79.607	44.875
Chr05_1789344	0.00870634484021833	124.482	Chr05_231532515	78.696	45.786
Chr05_1789344	0.0091057191560415	124.482	Chr05_232392097	78.494	45.988
Chr05_1789344	0.0126750169607443	124.482	Chr05_239270363	79.748	44.734
Chr05_1789344	0.0198786212415108	124.482	Chr05_247578147	75.925	48.557
Chr05_1789344	0.0108214866662535	124.482	Chr05_263265303	78.323	46.159
Chr05_1789344	0.0226330083670366	124.482	Chr05_283798624	74.461	50.021
Chr05_1789344	0.0233046393689463	124.482	Chr05_288983136	70.343	54.139
Chr05_1789344	0.0436839069499314	124.482	Chr05_297127269	68.135	56.347
Chr05_1789344	0.0858154748764194	124.482	Chr05_324183816	4.11	120.372
Chr05_1789344	9.94998036931462e-05	124.482	Chr05_324684287	7.485	116.997
Chr05_1789344	9.94998036931462e-05	124.482	Chr05_324684297	8.402	116.08
Chr05_1789344	9.94998036931462e-05	124.482	Chr05_324907771	4.805	119.677
Chr05_1789344	0.0102502780647325	124.482	Chr05_327412330	10.812	113.67
Chr05_1789344	0.100215042993426	124.482	Chr05_331923141	7.81	116.672
Chr05_1789344	0.000271351085858033	124.482	Chr05_331961431	8.096	116.386
Chr05_1789344	0.136001971652847	124.482	Chr05_337482310	10.677	113.805
Chr05_1789344	0.00146708176987321	124.482	Chr05_339720810	0	124.482
Chr05_1789344	0.771708126482404	124.482	Chr05_353731146	135.248	10.766
Chr05_1789344	0.159474864808884	124.482	Chr05_354521869	133.139	8.65700000000001
Chr05_1789344	0.707760127902104	124.482	Chr05_355056317	130.501	6.01900000000001
Chr05_1789344	0.72963517937504	124.482	Chr05_355056345	129.89	5.40799999999999
Chr05_1789344	0.157854793654819	124.482	Chr05_367108250	61.809	62.673
Chr05_1789344	0.199696787070235	124.482	Chr05_376415287	60.803	63.679
Chr05_1789344	0.163552509763437	124.482	Chr05_376816975	58.829	65.653
Chr05_1789344	0.00306313528266082	124.482	Chr05_379505488	25.129	99.353
Chr05_1789344	0.0129475745372858	124.482	Chr05_382664302	45.215	79.267
Chr05_1789344	0.0380745174398793	124.482	Chr05_384585208	39.642	84.84
Chr05_1789344	0.025645614837848	124.482	Chr05_384585237	39.883	84.599
Chr05_1789344	0.150680530522275	124.482	Chr05_385777638	33.086	91.396
Chr05_1789344	0.0026666470112522	124.482	Chr05_391939572	20.141	104.341
Chr05_1789344	0.0043829201622784	124.482	Chr05_391948474	22.192	102.29
Chr05_1789344	0.00970999132892447	124.482	Chr05_394992464	29.442	95.04
Chr05_1789344	0.144867771410467	124.482	Chr05_399502636	146.36	21.878
Chr05_1789344	0.818122940745778	124.482	Chr05_414506665	127.211	2.729
Chr05_1789344	0.0239195684500499	124.482	Chr05_415889170	141.793	17.311
Chr05_1789344	0.000305156720006491	124.482	Chr05_417814020	11.5	112.982
Chr05_1789344	0.0649679086186842	124.482	Chr05_418592206	41.527	82.955
Chr05_1789344	0.0963111082169335	124.482	Chr05_425228185	43.058	81.424
Chr05_1789344	0.131582598901585	124.482	Chr05_429136272	46.781	77.701
Chr05_4716518	0.76894944504329	116.864	Chr05_10419276	111.429	5.435
Chr05_4716518	0.0314157532797916	116.864	Chr05_56355178	84.703	32.161
Chr05_4716518	0.0360707739351349	116.864	Chr05_58383344	89.671	27.193
Chr05_4716518	0.0590015209440572	116.864	Chr05_61854490	87.515	29.349
Chr05_4716518	0.0547021155409889	116.864	Chr05_70540860	83.767	33.097
Chr05_4716518	0.0105009111261659	116.864	Chr05_74269536	86.583	30.281
Chr05_4716518	0.0376104014126113	116.864	Chr05_84410296	82.475	34.389
Chr05_4716518	0.0344519535165073	116.864	Chr05_85418336	82.213	34.651
Chr05_4716518	0.0276340592020085	116.864	Chr05_86058515	81.879	34.985
Chr05_4716518	0.036547000046145	116.864	Chr05_86148562	83.363	33.501
Chr05_4716518	0.0387355666667315	116.864	Chr05_92768776	81.505	35.359
Chr05_4716518	3.94672986713664e-05	116.864	Chr05_106517071	104.39	12.474
Chr05_4716518	0.0366106204038453	116.864	Chr05_111147787	80.888	35.976
Chr05_4716518	0.681886574070757	116.864	Chr05_149621312	98.706	18.158
Chr05_4716518	0.0376104014126113	116.864	Chr05_156358046	82.771	34.093
Chr05_4716518	0.0344519535165073	116.864	Chr05_184445451	80.583	36.281
Chr05_4716518	0.0305099933879415	116.864	Chr05_210699121	77.796	39.068
Chr05_4716518	0.033487782718797	116.864	Chr05_219902957	80.421	36.443
