marker1	r2	cM_1	marker2	cM_2	distance_cm
Chr11_372292	0.955674684531063	6.427	Chr11_372302	6.459	0.032
Chr11_372292	0.934113918428738	6.427	Chr11_1795475	5.892	0.534999999999999
Chr11_372292	0.912725284439111	6.427	Chr11_2113560	7.088	0.661
Chr11_372292	0.912725284439111	6.427	Chr11_2113568	7.071	0.644
Chr11_372292	0.41269272347946	6.427	Chr11_6880046	0	6.427
Chr11_372292	0.383507214355837	6.427	Chr11_6880094	2.479	3.948
Chr11_372292	0.103819463355583	6.427	Chr11_8704836	15.819	9.392
Chr11_372292	0.229502917877479	6.427	Chr11_9939370	20.33	13.903
Chr11_372292	0.651331074973042	6.427	Chr11_12260919	19.861	13.434
Chr11_372292	0.185819429707249	6.427	Chr11_13464398	22.906	16.479
Chr11_372292	0.103819463355583	6.427	Chr11_16179464	27.528	21.101
Chr11_372292	0.110809622429906	6.427	Chr11_17021436	29.082	22.655
Chr11_372292	0.306391149232859	6.427	Chr11_18278410	42.995	36.568
Chr11_372292	0.442825271778759	6.427	Chr11_20751216	33.063	26.636
Chr11_372292	0.121714417715429	6.427	Chr11_22100416	31.322	24.895
Chr11_372292	0.403816981862155	6.427	Chr11_23279880	35.785	29.358
Chr11_372292	0.0808092664253341	6.427	Chr11_23279886	37.098	30.671
Chr11_372292	0.137804808985705	6.427	Chr11_28232967	42.457	36.03
Chr11_372292	0.190335899484675	6.427	Chr11_30406190	39.893	33.466
Chr11_372292	0.00119775120825721	6.427	Chr11_30984040	43.218	36.791
Chr11_372292	0.00247075670074723	6.427	Chr11_34005268	44.601	38.174
Chr11_372292	0.0724758709363337	6.427	Chr11_34860852	47.345	40.918
Chr11_372292	0.075111475599369	6.427	Chr11_34860853	46.818	40.391
Chr11_372292	0.043542652075334	6.427	Chr11_35011878	46.216	39.789
Chr11_372292	0.241451907511291	6.427	Chr11_35125295	42.262	35.835
Chr11_372292	0.012278550430303	6.427	Chr11_39025473	50.044	43.617
Chr11_372292	0.0104011167591655	6.427	Chr11_39753177	49.579	43.152
Chr11_372292	0.000279348937155205	6.427	Chr11_50314840	55.51	49.083
Chr11_372292	0.229502917877479	6.427	Chr11_51587854	54.907	48.48
Chr11_372292	0.255284936049415	6.427	Chr11_57927924	55.724	49.297
Chr11_372292	0.0270313783748038	6.427	Chr11_65102436	60.613	54.186
Chr11_372292	0.0160019023511313	6.427	Chr11_65456189	59.273	52.846
Chr11_372292	0.172704660191668	6.427	Chr11_74686748	55.721	49.294
Chr11_372292	0.136300434845152	6.427	Chr11_78306217	54.482	48.055
Chr11_372292	0.0616379932381718	6.427	Chr11_88660129	56.16	49.733
Chr11_372292	0.183224325560108	6.427	Chr11_115993916	57.135	50.708
Chr11_372292	0.0521975286685765	6.427	Chr11_143612734	60.636	54.209
Chr11_372292	0.0584028622230212	6.427	Chr11_149000352	62.214	55.787
Chr11_372292	0.0333607182113952	6.427	Chr11_161350995	57.77	51.343
Chr11_372292	0.0217406666824418	6.427	Chr11_161625975	59.53	53.103
Chr11_372292	0.0350975512238402	6.427	Chr11_164365817	58.871	52.444
Chr11_372292	0.0616379932381718	6.427	Chr11_177624370	56.816	50.389
Chr11_372292	0.0173652782658148	6.427	Chr11_184857843	68.122	61.695
Chr11_372292	0.0955588488001924	6.427	Chr11_191375023	62.697	56.27
Chr11_372292	0.217742973302431	6.427	Chr11_191634621	62.905	56.478
Chr11_372292	0.229502917877479	6.427	Chr11_191635870	62.753	56.326
Chr11_372292	0.00291510189375131	6.427	Chr11_194507333	97.398	90.971
Chr11_372292	0.203249264865679	6.427	Chr11_195723498	67.291	60.864
Chr11_372292	0.211348956872234	6.427	Chr11_196666517	65.531	59.104
Chr11_372292	0.241451907511291	6.427	Chr11_197116915	66.984	60.557
Chr11_372292	0.0141413480446134	6.427	Chr11_201885082	68.671	62.244
Chr11_372292	0.0104011167591655	6.427	Chr11_203382506	69.637	63.21
Chr11_372292	0.00469864896010576	6.427	Chr11_203709056	67.537	61.11
Chr11_372292	0.0245028618467441	6.427	Chr11_204395800	71.276	64.849
Chr11_372292	0.0444539723666429	6.427	Chr11_208003768	72.834	66.407
Chr11_372292	0.0910939855618333	6.427	Chr11_211672806	78.639	72.212
Chr11_372292	0.00627088009200238	6.427	Chr11_211672849	78.534	72.107
Chr11_372292	0.0300030998533414	6.427	Chr11_211702566	77.812	71.385
Chr11_372292	0.0210990355393274	6.427	Chr11_212660805	76.003	69.576
Chr11_372292	0.012278550430303	6.427	Chr11_215678698	75.467	69.04
Chr11_372292	0.0163601873060093	6.427	Chr11_216274776	85.291	78.864
Chr11_372292	0.0212778247786941	6.427	Chr11_219800537	85.565	79.138
Chr11_372292	0.0760340930103209	6.427	Chr11_222948685	83.893	77.466
Chr11_372292	0.0355690377095223	6.427	Chr11_223223131	87.389	80.962
Chr11_372292	0.0711615977314762	6.427	Chr11_225128996	89.842	83.415
Chr11_372292	0.00211789097918984	6.427	Chr11_225969790	91.809	85.382
Chr11_372292	0.00667454001702589	6.427	Chr11_226131804	94.595	88.168
Chr11_372292	0.0687164495397294	6.427	Chr11_226131808	93.621	87.194
Chr11_372292	0.0276234252187866	6.427	Chr11_227460942	92.511	86.084
Chr11_372292	0.0115026806820767	6.427	Chr11_228740879	101.437	95.01
Chr11_372292	0.0421112916798991	6.427	Chr11_228804489	105.26	98.833
Chr11_372292	0.029952640785194	6.427	Chr11_231746336	111.34	104.913
Chr11_372292	0.0491820576361041	6.427	Chr11_231841692	115.287	108.86
Chr11_372292	0.023806279753168	6.427	Chr11_234181328	114.258	107.831
Chr11_372292	0.023806279753168	6.427	Chr11_234190857	113.325	106.898
Chr11_372292	0.0105136479866941	6.427	Chr11_236555758	106.794	100.367
Chr11_372292	0.0180863029502071	6.427	Chr11_238097236	109.395	102.968
Chr11_372292	0.0320865586584108	6.427	Chr11_244241276	108.193	101.766
Chr11_372292	0.0923205253237644	6.427	Chr11_245171386	122.517	116.09
Chr11_372292	0.0252776208725564	6.427	Chr11_248363024	125.796	119.369
Chr11_372302	0.977101553696084	6.459	Chr11_1795475	5.892	0.566999999999999
Chr11_372302	0.955332748708295	6.459	Chr11_2113560	7.088	0.629
Chr11_372302	0.955332748708295	6.459	Chr11_2113568	7.071	0.612
Chr11_372302	0.455301447700557	6.459	Chr11_6880046	0	6.459
Chr11_372302	0.426628611253459	6.459	Chr11_6880094	2.479	3.98
Chr11_372302	0.0992911676134775	6.459	Chr11_8704836	15.819	9.36
Chr11_372302	0.303191970564659	6.459	Chr11_9939370	20.33	13.871
Chr11_372302	0.689375313550419	6.459	Chr11_12260919	19.861	13.402
Chr11_372302	0.177714539688103	6.459	Chr11_13464398	22.906	16.447
Chr11_372302	0.0992911676134775	6.459	Chr11_16179464	27.528	21.069
Chr11_372302	0.105976436770729	6.459	Chr11_17021436	29.082	22.623
Chr11_372302	0.335899960974545	6.459	Chr11_18278410	42.995	36.536
Chr11_372302	0.474708581093016	6.459	Chr11_20751216	33.063	26.604
Chr11_372302	0.114835461316353	6.459	Chr11_22100416	31.322	24.863
Chr11_372302	0.43338606965712	6.459	Chr11_23279880	35.785	29.326
Chr11_372302	0.0992487645021639	6.459	Chr11_23279886	37.098	30.639
Chr11_372302	0.184029150092862	6.459	Chr11_28232967	42.457	35.998
Chr11_372302	0.263478775301431	6.459	Chr11_30406190	39.893	33.434
Chr11_372302	0.00114168382228918	6.459	Chr11_30984040	43.218	36.759
Chr11_372302	0.0023573731342816	6.459	Chr11_34005268	44.601	38.142
Chr11_372302	0.0949375647496111	6.459	Chr11_34860852	47.345	40.886
Chr11_372302	0.0971111314946861	6.459	Chr11_34860853	46.818	40.359
Chr11_372302	0.0584999577540805	6.459	Chr11_35011878	46.216	39.757
Chr11_372302	0.313219880598823	6.459	Chr11_35125295	42.262	35.803
Chr11_372302	0.0128426647335282	6.459	Chr11_39025473	50.044	43.585
Chr11_372302	0.0150794777154133	6.459	Chr11_39753177	49.579	43.12
Chr11_372302	0.000834110147892161	6.459	Chr11_50314840	55.51	49.051
Chr11_372302	0.303191970564659	6.459	Chr11_51587854	54.907	48.448
Chr11_372302	0.323582054351997	6.459	Chr11_57927924	55.724	49.265
