marker1	r2	cM_1	marker2	cM_2	distance_cm
Chr21_24838675	0.84970449290922	1.73	Chr21_27120340	6.109	4.379
Chr21_24838675	0.764196295835187	1.73	Chr21_28830178	8.22	6.49
Chr21_24838675	0.00112884325980753	1.73	Chr21_31105973	10.661	8.931
Chr21_24838675	0.671839547185579	1.73	Chr21_65848695	15.054	13.324
Chr21_24838675	0.695919512148293	1.73	Chr21_66077263	14.259	12.529
Chr21_24838675	0.20023247722266	1.73	Chr21_74619683	47.874	46.144
Chr21_24838675	0.206099250853815	1.73	Chr21_75063069	48.777	47.047
Chr21_24838675	0.255507809335265	1.73	Chr21_76863334	45.537	43.807
Chr21_24838675	0.255507809335265	1.73	Chr21_77079302	46.021	44.291
Chr21_24838675	0.150411716591202	1.73	Chr21_81072048	56.832	55.102
Chr21_24838675	0.144063667196687	1.73	Chr21_82473253	59.22	57.49
Chr21_24838675	0.127791408236707	1.73	Chr21_87225445	65.39	63.66
Chr21_24838675	0.144063667196687	1.73	Chr21_90120652	61.39	59.66
Chr21_24838675	0.144063667196687	1.73	Chr21_90762057	61.776	60.046
Chr21_24838675	0.154661349879671	1.73	Chr21_91781279	63.829	62.099
Chr21_24838675	0.144063667196687	1.73	Chr21_92146018	62.604	60.874
Chr21_24838675	0.0747740419175344	1.73	Chr21_112092331	67.244	65.514
Chr21_24838675	0.0747740419175344	1.73	Chr21_112599519	68.304	66.574
Chr21_24838675	0.0800306785046939	1.73	Chr21_112605445	68.698	66.968
Chr21_24838675	0.148187909554925	1.73	Chr21_113736059	60.638	58.908
Chr21_24838675	0.0501587126708921	1.73	Chr21_116184458	120.669	118.939
Chr21_24838675	0.061550634959907	1.73	Chr21_117107263	70.729	68.999
Chr21_24838675	0.061550634959907	1.73	Chr21_117448550	70.578	68.848
Chr21_24838675	0.112190600297914	1.73	Chr21_123510004	67.001	65.271
Chr21_24838675	0.144063667196687	1.73	Chr21_131911461	62.383	60.653
Chr21_24838675	0.144063667196687	1.73	Chr21_131911561	62.008	60.278
Chr21_24838675	0.061550634959907	1.73	Chr21_133494292	67.757	66.027
Chr21_24838675	0.171932008545249	1.73	Chr21_138855717	55.249	53.519
Chr21_24838675	0.355246786596088	1.73	Chr21_146973502	39.859	38.129
Chr21_24838675	0.20090593397529	1.73	Chr21_151059091	49.76	48.03
Chr21_24838675	0.0657596106302642	1.73	Chr21_161517058	76.394	74.664
Chr21_24838675	0.053342648545196	1.73	Chr21_161777851	74.08	72.35
Chr21_24838675	0.0617940456988024	1.73	Chr21_162960463	77.165	75.435
Chr21_24838675	0.061550634959907	1.73	Chr21_164229596	74.427	72.697
Chr21_24838675	0.053342648545196	1.73	Chr21_202851037	71.023	69.293
Chr21_24838675	0.053342648545196	1.73	Chr21_203177931	73.422	71.692
Chr21_24838675	0.0416841369092291	1.73	Chr21_203474586	71.454	69.724
Chr21_24838675	0.0454477784663695	1.73	Chr21_203476064	73.109	71.379
Chr21_24838675	0.0700678639650107	1.73	Chr21_205665220	72.67	70.94
Chr21_24838675	0.061550634959907	1.73	Chr21_207548250	71.759	70.029
Chr21_24838675	0.0031088187594307	1.73	Chr21_226241777	79.67	77.94
Chr21_24838675	0.00185092536281186	1.73	Chr21_226813551	80.529	78.799
Chr21_24838675	0.0879838064230691	1.73	Chr21_229155478	72.326	70.596
Chr21_24838675	0.061550634959907	1.73	Chr21_231974927	71.759	70.029
Chr21_24838675	0.0700678639650107	1.73	Chr21_237376578	74.987	73.257
Chr21_24838675	0.000297626717069928	1.73	Chr21_243348552	77.583	75.853
Chr21_24838675	0.0378623040135349	1.73	Chr21_266898817	73.88	72.15
Chr21_24838675	0.061550634959907	1.73	Chr21_281844722	75.532	73.802
Chr21_24838675	0.0939288147256634	1.73	Chr21_306414783	79.075	77.345
Chr21_24838675	0.000297626717069928	1.73	Chr21_308531201	78.401	76.671
Chr21_24838675	0.00118011659209542	1.73	Chr21_310579072	81.052	79.322
Chr21_24838675	0.00216845262793392	1.73	Chr21_316361978	83.958	82.228
Chr21_24838675	0.0265790803193628	1.73	Chr21_331077768	87.355	85.625
Chr21_24838675	0.0519313839234507	1.73	Chr21_342653782	92.006	90.276
Chr21_24838675	0.000121570409908998	1.73	Chr21_343413882	98.234	96.504
Chr21_24838675	0.000292925210048249	1.73	Chr21_348472353	66.206	64.476
Chr21_24838675	0.0821472363709174	1.73	Chr21_349182447	30.746	29.016
Chr21_24838675	0.0883209356848817	1.73	Chr21_364988631	102.304	100.574
Chr21_24838675	0.049591002369626	1.73	Chr21_367214936	105.872	104.142
Chr21_24838675	0.0821472363709174	1.73	Chr21_367369319	109.595	107.865
Chr21_24838675	0.0842283567955797	1.73	Chr21_379593895	111.762	110.032
Chr21_24838675	0.0194060460835549	1.73	Chr21_379682701	110.622	108.892
Chr21_24838675	0.254676516179617	1.73	Chr21_382066349	108.369	106.639
Chr21_24838675	0.0115228038943033	1.73	Chr21_387624414	117.654	115.924
Chr21_24838675	0.0378623040135349	1.73	Chr21_391571009	116.238	114.508
Chr21_24838675	0.0883209356848817	1.73	Chr21_391660551	119.204	117.474
Chr21_24838675	0.027096070680694	1.73	Chr21_392496466	123.573	121.843
Chr21_24838675	0.028775580563497	1.73	Chr21_395786372	126.57	124.84
Chr21_24838675	0.00681695167582126	1.73	Chr21_395996018	121.13	119.4
Chr21_24838675	0.0241029511942295	1.73	Chr21_400099598	128.806	127.076
Chr21_24838675	0.0150569844045707	1.73	Chr21_400150120	127.593	125.863
Chr21_24838675	0.015281982433715	1.73	Chr21_402922084	128.446	126.716
Chr21_24838675	0.00915507329064498	1.73	Chr21_408892597	124.912	123.182
Chr21_24838675	0.0536156766763399	1.73	Chr21_418082621	136.246	134.516
Chr21_24838675	0.0657596106302642	1.73	Chr21_426628872	133.637	131.907
Chr21_24838675	0.260658356235622	1.73	Chr21_426835537	132.83	131.1
Chr21_24838675	0.260658356235622	1.73	Chr21_426958022	132.219	130.489
Chr21_24838675	0.00471850919239296	1.73	Chr21_427002487	137.108	135.378
Chr21_24838675	0.0482346462833871	1.73	Chr21_427188159	129.226	127.496
Chr21_24838675	0.142948106294297	1.73	Chr21_431992621	128.077	126.347
Chr21_24838675	0.0550692531188436	1.73	Chr21_434867513	131.181	129.451
Chr21_24838675	0.254676516179617	1.73	Chr21_436293427	131.079	129.349
Chr21_24838675	0.00497005303616429	1.73	Chr21_440824678	131.529	129.799
Chr21_24838675	0.0841697857444649	1.73	Chr21_441457608	132.721	130.991
Chr21_24838675	0.154092064079857	1.73	Chr21_441876214	131.913	130.183
Chr21_24838675	0.103534340689562	1.73	Chr21_441876223	133.405	131.675
Chr21_24838675	0.000121458269023307	1.73	Chr21_442376022	130.451	128.721
Chr21_24838675	0.0784267811162406	1.73	Chr21_443007670	130.592	128.862
Chr21_24838675	0.0457867641316203	1.73	Chr21_443007683	135.184	133.454
Chr21_24838675	0.0793011142238197	1.73	Chr21_443377378	132.841	131.111
Chr21_27120340	0.913421603272152	6.109	Chr21_28830178	8.22	2.111
Chr21_27120340	0.0012743926537775	6.109	Chr21_31105973	10.661	4.552
Chr21_27120340	0.811874809592397	6.109	Chr21_65848695	15.054	8.945
Chr21_27120340	0.834576623215675	6.109	Chr21_66077263	14.259	8.15
Chr21_27120340	0.195983616739176	6.109	Chr21_74619683	47.874	41.765
Chr21_27120340	0.230496682263606	6.109	Chr21_75063069	48.777	42.668
Chr21_27120340	0.28050618014049	6.109	Chr21_76863334	45.537	39.428
Chr21_27120340	0.28050618014049	6.109	Chr21_77079302	46.021	39.912
Chr21_27120340	0.166904444938898	6.109	Chr21_81072048	56.832	50.723
Chr21_27120340	0.162124236434652	6.109	Chr21_82473253	59.22	53.111
Chr21_27120340	0.145743720039973	6.109	Chr21_87225445	65.39	59.281
Chr21_27120340	0.162124236434652	6.109	Chr21_90120652	61.39	55.281
Chr21_27120340	0.162124236434652	6.109	Chr21_90762057	61.776	55.667
Chr21_27120340	0.174382187684958	6.109	Chr21_91781279	63.829	57.72
Chr21_27120340	0.162124236434652	6.109	Chr21_92146018	62.604	56.495
Chr21_27120340	0.0851903835436554	6.109	Chr21_112092331	67.244	61.135
