marker1	r2	cM_1	marker2	cM_2	distance_cm
Chr17_4029971	0.00666171590277313	130.313	Chr17_5005597	135.696	5.38300000000001
Chr17_4029971	0.0252116075638088	130.313	Chr17_6953860	131.86	1.54700000000003
Chr17_4029971	0.0138407627699164	130.313	Chr17_8649879	129.94	0.37299999999999
Chr17_4029971	0.75762804953279	130.313	Chr17_14065157	125.562	4.75099999999999
Chr17_4029971	0.75762804953279	130.313	Chr17_15252312	122.119	8.19399999999999
Chr17_4029971	0.75762804953279	130.313	Chr17_16005967	124.714	5.59899999999999
Chr17_4029971	0.00740154313032235	130.313	Chr17_17509284	81.519	48.794
Chr17_4029971	0.00740154313032235	130.313	Chr17_18919651	80.348	49.965
Chr17_4029971	0.325454012735756	130.313	Chr17_18919654	79.031	51.282
Chr17_4029971	0.649485294346731	130.313	Chr17_19795624	116.233	14.08
Chr17_4029971	0.133252640563083	130.313	Chr17_27063510	112.921	17.392
Chr17_4029971	0.000237449225868006	130.313	Chr17_27295624	122.69	7.62299999999999
Chr17_4029971	0.117963899862095	130.313	Chr17_28279156	102.839	27.474
Chr17_4029971	0.0198832184617813	130.313	Chr17_32868845	115.157	15.156
Chr17_4029971	0.472783510462488	130.313	Chr17_35793737	99.464	30.849
Chr17_4029971	0.355614015018236	130.313	Chr17_45478544	88.678	41.635
Chr17_4029971	0.0328011122435335	130.313	Chr17_47186687	106.413	23.9
Chr17_4029971	0.0328011122435335	130.313	Chr17_47630595	101.943	28.37
Chr17_4029971	0.0213483337289525	130.313	Chr17_54041118	90.516	39.797
Chr17_4029971	0.00107411222805653	130.313	Chr17_54933892	90.846	39.467
Chr17_4029971	0.179289275924656	130.313	Chr17_63891715	84.723	45.59
Chr17_4029971	0.0267196406146724	130.313	Chr17_86175927	77.967	52.346
Chr17_4029971	0.00740154313032235	130.313	Chr17_86643325	76.767	53.546
Chr17_4029971	0.00431987515904231	130.313	Chr17_88173407	78.304	52.009
Chr17_4029971	0.11798891982995	130.313	Chr17_89388699	77.141	53.172
Chr17_4029971	0.0112411967329275	130.313	Chr17_95727010	64.013	66.3
Chr17_4029971	0.000359247318841196	130.313	Chr17_97190635	65.584	64.729
Chr17_4029971	0.00978466296761138	130.313	Chr17_98132719	65.219	65.094
Chr17_4029971	0.18968261677167	130.313	Chr17_100090334	73.012	57.301
Chr17_4029971	0.00803528356218681	130.313	Chr17_103412454	72.473	57.84
Chr17_4029971	0.325454012735756	130.313	Chr17_103613525	70.552	59.761
Chr17_4029971	0.0128292812129681	130.313	Chr17_115177668	87.301	43.012
Chr17_4029971	0.0260087278151352	130.313	Chr17_129005725	69.528	60.785
Chr17_4029971	0.00309339779450914	130.313	Chr17_136926341	70.163	60.15
Chr17_4029971	0.176681305705216	130.313	Chr17_142101866	91.908	38.405
Chr17_4029971	0.000938525626008739	130.313	Chr17_190129831	66.739	63.574
Chr17_4029971	0.000440153334324556	130.313	Chr17_191072473	67.019	63.294
Chr17_4029971	0.00978466296761138	130.313	Chr17_191355993	67.304	63.009
Chr17_4029971	0.004591277690978	130.313	Chr17_193786997	61.429	68.884
Chr17_4029971	0.00309339779450914	130.313	Chr17_211486000	57.599	72.714
Chr17_4029971	0.00850531172492159	130.313	Chr17_211488928	58.476	71.837
Chr17_4029971	0.00309339779450914	130.313	Chr17_211936770	56.614	73.699
Chr17_4029971	0.00270370155111393	130.313	Chr17_213040406	62.806	67.507
Chr17_4029971	0.000938525626008739	130.313	Chr17_228138417	66.295	64.018
Chr17_4029971	0.0449019401713544	130.313	Chr17_239033879	67.754	62.559
Chr17_4029971	0.0434549226023763	130.313	Chr17_245003345	41.279	89.034
Chr17_4029971	0.00556455491008773	130.313	Chr17_248664488	49.727	80.586
Chr17_4029971	0.000440153334324556	130.313	Chr17_249333716	49.314	80.999
Chr17_4029971	0.0680753181569245	130.313	Chr17_249347729	48.004	82.309
Chr17_4029971	0.000102304697215782	130.313	Chr17_251444496	51.369	78.944
Chr17_4029971	0.120507463936398	130.313	Chr17_254842203	44.445	85.868
Chr17_4029971	0.0125864663709737	130.313	Chr17_256572248	46.373	83.94
Chr17_4029971	0.0382354433326066	130.313	Chr17_256631713	45.523	84.79
Chr17_4029971	0.0612424585460656	130.313	Chr17_257725190	42.332	87.981
Chr17_4029971	0.22456940657512	130.313	Chr17_265869655	118.556	11.757
Chr17_4029971	0.0516108686055029	130.313	Chr17_265958780	120.195	10.118
Chr17_4029971	0.13063001045383	130.313	Chr17_266953041	119.674	10.639
Chr17_4029971	0.0139423599974202	130.313	Chr17_273001078	34.295	96.018
Chr17_4029971	0.0161863309163212	130.313	Chr17_280606873	47.553	82.76
Chr17_4029971	0.0382354433326066	130.313	Chr17_281917819	46.806	83.507
Chr17_4029971	0.0195293201462316	130.313	Chr17_282975335	46.489	83.824
Chr17_4029971	0.0268160763845232	130.313	Chr17_283389115	35.219	95.094
Chr17_4029971	0.0316598228422641	130.313	Chr17_283558250	33.96	96.353
Chr17_4029971	0.0053837723892882	130.313	Chr17_285317467	32.792	97.521
Chr17_4029971	0.113177153947803	130.313	Chr17_286339062	40.946	89.367
Chr17_4029971	0.0125864663709737	130.313	Chr17_294574126	40.475	89.838
Chr17_4029971	0.00878334440767635	130.313	Chr17_295258553	36.883	93.43
Chr17_4029971	0.0373170744584704	130.313	Chr17_295393654	35.907	94.406
Chr17_4029971	1.20739479554733e-05	130.313	Chr17_304123720	27.498	102.815
Chr17_4029971	0.000549745344809723	130.313	Chr17_307555119	23.418	106.895
Chr17_4029971	0.028033160891296	130.313	Chr17_313702025	19.444	110.869
