marker1	r2	cM_1	marker2	cM_2	distance_cm
Chr02_109865	0.93530802629614	34.304	Chr02_109867	39.234	4.93
Chr02_109865	0.0941104755703738	34.304	Chr02_4305623	56.938	22.634
Chr02_109865	0.0917926323922516	34.304	Chr02_4305817	56.457	22.153
Chr02_109865	0.000153443266209582	34.304	Chr02_5920484	48.116	13.812
Chr02_109865	0.0941104755703738	34.304	Chr02_8306086	54.028	19.724
Chr02_109865	0.0894711890272795	34.304	Chr02_9740407	52.777	18.473
Chr02_109865	0.0134987374737993	34.304	Chr02_13205564	10.797	23.507
Chr02_109865	0.210948142489911	34.304	Chr02_34989764	13.379	20.925
Chr02_109865	0.349340840037273	34.304	Chr02_91047057	40.287	5.983
Chr02_109865	0.93530802629614	34.304	Chr02_91989386	30.333	3.971
Chr02_109865	0.336957326287701	34.304	Chr02_99252739	33.12	1.184
Chr02_109865	0.00130447786340529	34.304	Chr02_116744250	38.018	3.714
Chr02_109865	0.00127587821955743	34.304	Chr02_117550177	48.221	13.917
Chr02_109865	0.0256634436800707	34.304	Chr02_121332509	41.338	7.034
Chr02_109865	0.000733281810112291	34.304	Chr02_135586261	50.951	16.647
Chr02_109865	0.000176368832426207	34.304	Chr02_135586287	48.945	14.641
Chr02_109865	0.00426100819494524	34.304	Chr02_137774986	49.71	15.406
Chr02_109865	0.0917926323922516	34.304	Chr02_167007253	55.701	21.397
Chr02_109865	0.0122521887840705	34.304	Chr02_185920409	55.785	21.481
Chr02_109865	0.0941104755703738	34.304	Chr02_221283979	55.43	21.126
Chr02_109865	0.0917926323922516	34.304	Chr02_238724697	56.106	21.802
Chr02_109865	0.0242541041778407	34.304	Chr02_259128984	133.206	98.902
Chr02_109865	0.00425479048223582	34.304	Chr02_267563600	56.2	21.896
Chr02_109865	0.0941104755703738	34.304	Chr02_271676519	55.997	21.693
Chr02_109865	0.272658412072219	34.304	Chr02_273262221	27.449	6.855
Chr02_109865	0.000111736656439076	34.304	Chr02_301714194	58.53	24.226
Chr02_109865	0.0122521887840705	34.304	Chr02_302178745	59.262	24.958
Chr02_109865	0.00222304483303037	34.304	Chr02_304472706	60.497	26.193
Chr02_109865	0.000664449510135873	34.304	Chr02_308356659	62.181	27.877
Chr02_109865	0.00974894950327677	34.304	Chr02_311978235	64.231	29.927
Chr02_109865	0.000664449510135873	34.304	Chr02_319882275	66.283	31.979
Chr02_109865	0.0932782211574224	34.304	Chr02_321911880	68.109	33.805
Chr02_109865	0.108356486174053	34.304	Chr02_327228384	143.98	109.676
Chr02_109865	0.110779056630387	34.304	Chr02_327228424	120.507	86.203
Chr02_109865	0.136433324885261	34.304	Chr02_327733994	70.369	36.065
Chr02_109865	0.226164372841362	34.304	Chr02_328401092	70.688	36.384
Chr02_109865	0.133028885752282	34.304	Chr02_332061171	72.098	37.794
Chr02_109865	0.121246261173419	34.304	Chr02_333426473	73.211	38.907
Chr02_109865	0.0853712527280198	34.304	Chr02_336322362	74.363	40.059
Chr02_109865	0.109775527406102	34.304	Chr02_338749407	77.539	43.235
Chr02_109865	0.109775527406102	34.304	Chr02_339430391	75.064	40.76
Chr02_109865	0.0701943081310329	34.304	Chr02_343055305	76.803	42.499
Chr02_109865	0.0109404545047517	34.304	Chr02_345116594	86.985	52.681
Chr02_109865	0.357534947488223	34.304	Chr02_350188656	4.367	29.937
Chr02_109865	0.413458234600943	34.304	Chr02_350996836	6.111	28.193
Chr02_109865	0.0109404545047517	34.304	Chr02_358787249	89.872	55.568
Chr02_109865	0.0109404545047517	34.304	Chr02_359571050	92.677	58.373
Chr02_109865	0.0480284090810399	34.304	Chr02_359733665	85.135	50.831
Chr02_109865	0.120935181849098	34.304	Chr02_364673451	83.418	49.114
Chr02_109865	0.059975374893069	34.304	Chr02_371720504	95.24	60.936
Chr02_109865	0.0552260669328491	34.304	Chr02_372620662	94.408	60.104
Chr02_109865	0.0507920387921937	34.304	Chr02_374981057	96.749	62.445
Chr02_109865	0.0340249620916821	34.304	Chr02_375283197	97.627	63.323
Chr02_109865	0.0308282791982277	34.304	Chr02_376720086	99.085	64.781
Chr02_109865	0.0240615727579895	34.304	Chr02_379546830	107.085	72.781
Chr02_109865	0.0189969823602255	34.304	Chr02_380052402	100.621	66.317
Chr02_109865	0.0189827620309491	34.304	Chr02_380200915	101.58	67.276
Chr02_109865	0.0299627268126536	34.304	Chr02_380402906	102.612	68.308
Chr02_109865	0.0322818763062537	34.304	Chr02_387455608	113.793	79.489
Chr02_109865	0.00581839511606981	34.304	Chr02_392515841	119.761	85.457
Chr02_109865	0.0279333806118727	34.304	Chr02_392861624	118.973	84.669
Chr02_109865	0.115851932025265	34.304	Chr02_394137849	115.428	81.124
Chr02_109865	0.000201875379137052	34.304	Chr02_394368713	130.935	96.631
Chr02_109865	0.00814275504746377	34.304	Chr02_394501484	133.68	99.376
Chr02_109865	0.11331636279604	34.304	Chr02_394842626	116.243	81.939
Chr02_109865	0.104358630940538	34.304	Chr02_395104917	134.31	100.006
Chr02_109865	0.0273673980379732	34.304	Chr02_415795440	107.764	73.46
Chr02_109865	0.0331825161374178	34.304	Chr02_415897922	108.883	74.579
Chr02_109865	0.119931091461516	34.304	Chr02_421061447	122.224	87.92
Chr02_109865	0.0116789763738794	34.304	Chr02_422140221	114.437	80.133
Chr02_109865	0.00447268369555881	34.304	Chr02_422617985	132.32	98.016
Chr02_109865	9.22194050741452e-05	34.304	Chr02_424876120	135.539	101.235
Chr02_109865	0.000614231191786754	34.304	Chr02_425918118	129.557	95.253
Chr02_109865	0.0263081438048396	34.304	Chr02_426610658	112.432	78.128
Chr02_109865	0.0110858064778432	34.304	Chr02_428270902	137.542	103.238
Chr02_109865	6.89146648446283e-08	34.304	Chr02_430895757	143.34	109.036
Chr02_109865	8.69399440746293e-05	34.304	Chr02_430937086	141.912	107.608
Chr02_109867	0.0161935521900042	39.234	Chr02_4305623	56.938	17.704
Chr02_109867	0.0402619799125712	39.234	Chr02_4305817	56.457	17.223
Chr02_109867	0.00014573725687013	39.234	Chr02_5920484	48.116	8.882
Chr02_109867	0.0161935521900042	39.234	Chr02_8306086	54.028	14.794
Chr02_109867	0.0143998334072698	39.234	Chr02_9740407	52.777	13.543
Chr02_109867	0.0179688537446463	39.234	Chr02_13205564	10.797	28.437
Chr02_109867	0.197450138660573	39.234	Chr02_34989764	13.379	25.855
Chr02_109867	0.325109462835315	39.234	Chr02_91047057	40.287	1.053
Chr02_109867	0.955575620861973	39.234	Chr02_91989386	30.333	8.901
Chr02_109867	0.313458988515278	39.234	Chr02_99252739	33.12	6.114
Chr02_109867	0.00121521330423921	39.234	Chr02_116744250	38.018	1.216
Chr02_109867	0.00483824286000222	39.234	Chr02_117550177	48.221	8.98699999999999
Chr02_109867	0.0946072958439628	39.234	Chr02_121332509	41.338	2.104
Chr02_109867	0.000761835895534181	39.234	Chr02_135586261	50.951	11.717
Chr02_109867	0.00532404320515254	39.234	Chr02_135586287	48.945	9.711
Chr02_109867	0.0189538037812176	39.234	Chr02_137774986	49.71	10.476
Chr02_109867	0.00501509844627186	39.234	Chr02_167007253	55.701	16.467
Chr02_109867	0.00501509844627186	39.234	Chr02_185920409	55.785	16.551
Chr02_109867	0.0161935521900042	39.234	Chr02_221283979	55.43	16.196
Chr02_109867	0.0402619799125712	39.234	Chr02_238724697	56.106	16.872
Chr02_109867	0.000845456679007107	39.234	Chr02_259128984	133.206	93.972
Chr02_109867	0.0902469992005697	39.234	Chr02_267563600	56.2	16.966
Chr02_109867	0.0161935521900042	39.234	Chr02_271676519	55.997	16.763
Chr02_109867	0.255211734197688	39.234	Chr02_273262221	27.449	11.785
Chr02_109867	8.97372304209115e-05	39.234	Chr02_301714194	58.53	19.296
Chr02_109867	8.97372304209115e-05	39.234	Chr02_302178745	59.262	20.028
Chr02_109867	0.00406983767890788	39.234	Chr02_304472706	60.497	21.263
Chr02_109867	0.00266162260403867	39.234	Chr02_308356659	62.181	22.947
Chr02_109867	0.0142357793621307	39.234	Chr02_311978235	64.231	24.997
Chr02_109867	0.00266162260403867	39.234	Chr02_319882275	66.283	27.049
Chr02_109867	0.0962552308322013	39.234	Chr02_321911880	68.109	28.875
Chr02_109867	0.101346887426319	39.234	Chr02_327228384	143.98	104.746
Chr02_109867	0.000392928612852803	39.234	Chr02_327228424	120.507	81.273
Chr02_109867	0.139190148534584	39.234	Chr02_327733994	70.369	31.135
Chr02_109867	0.211692723389324	39.234	Chr02_328401092	70.688	31.454
Chr02_109867	0.137572663072447	39.234	Chr02_332061171	72.098	32.864
Chr02_109867	0.124963682776789	39.234	Chr02_333426473	73.211	33.977
